window,n_visible_tau,n_actions,lp_success,lp_solve_ms,lp_fractional_value,lp_rounded_expected_value,greedy_expected_value,lp_rounding_gap,lp_rounding_gap_rel,lighting_U1,conveyor_speed_V_mps,full_bins,lp_selected_count,lp_true_value,lp_correct_bin_rate,lp_contamination_events,lp_robot_utilization,greedy_selected_count,greedy_true_value,greedy_correct_bin_rate,greedy_contamination_events,greedy_robot_utilization,missed_positive_value_lp_proxy
30,12,49,True,0.5429999999999602,0.7209610298697366,0.7209610298697366,0.7209610298697366,0.0,0.0,dim,0.45,,3,1.7802726229762973,1.0,0,0.7789062499999999,3,1.7802726229762973,1.0,0,0.7789062499999999,0.9705778139563535
31,8,24,True,0.8790830000000582,1.270929980691709,0.7429239412351641,0.7429239412351641,0.5280060394565448,0.4154485671737599,dim,0.25,organic,1,0.9990692860916981,1.0,0,0.27890624999999997,1,0.9990692860916981,1.0,0,0.27890624999999997,2.019630914999448
32,8,30,True,0.5736250000001331,0.933938693019756,0.933938693019756,0.933938693019756,0.0,0.0,poor,0.45,organic,2,2.2086486739195488,1.0,0,0.57421875,2,2.2086486739195488,1.0,0,0.57421875,0.3385937683222635
33,5,14,True,0.43075000000003527,0.7343115183222737,0.7343115183222737,0.7343115183222737,0.0,0.0,standard,0.65,,2,1.0659624947618813,1.0,0,0.5445312499999999,2,1.0659624947618813,1.0,0,0.5445312499999999,0.0
34,9,35,True,0.5108330000000993,1.1887958360950388,1.1739043924217725,1.1739043924217725,0.014891443673266336,0.012526493802486563,standard,0.85,,2,1.3685657370997348,1.0,0,0.5445312499999999,2,1.3685657370997348,1.0,0,0.5445312499999999,0.5347127851296314
35,4,21,True,0.5174999999999486,-0.0,0.0,-0.18989131062537865,0.0,0.0,standard,0.45,,0,0.0,1.0,0,0.0,2,-0.05788314668524853,1.0,0,0.6085937499999999,0.02222873427320462
36,5,21,True,0.6591659999999333,1.0527324382211762,1.0405296547397866,1.0405296547397866,0.01220278348138959,0.01159153364933723,standard,0.45,,2,1.2593962159825298,1.0,0,0.67265625,2,1.2593962159825298,1.0,0,0.67265625,0.6550985647497751
37,4,7,True,0.4135000000000666,-0.0,0.0,-0.12487988829619415,0.0,0.0,dim,0.65,,0,0.0,1.0,0,0.0,1,-0.15426054006225817,0.0,1,0.328125,0.018482223692013043
38,5,0,False,0.0,0.0,0.0,0.0,0.0,0.0,standard,0.65,,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0.0,0.0
39,6,21,True,0.4849579999999243,0.3004677442745373,0.25293827157093673,0.24163560577703963,0.047529472703600584,0.15818494200885974,standard,0.85,,1,0.2971738180507629,1.0,0,0.29687499999999994,2,0.31230091129771886,1.0,0,0.6085937499999999,0.17120307205996244
40,10,42,True,0.5101670000000613,0.3661103114902946,0.3661103114902946,0.23495905481139198,0.0,0.0,poor,0.25,cardboard,1,0.9775268155026633,1.0,0,0.234375,2,0.937441929677346,1.0,0,0.57890625,0.012464741483262598
41,9,21,True,0.4464999999997943,1.4009173173432787,1.4009173173432787,1.4009173173432787,0.0,0.0,standard,0.45,,2,1.5222421845535226,1.0,0,0.5773437499999999,2,1.5222421845535226,1.0,0,0.5773437499999999,0.116014564350579
42,11,66,True,0.5977079999999191,1.106047985872515,1.106047985872515,1.032557658036422,0.0,0.0,dim,0.65,PET,3,1.9984764527875285,1.0,0,0.7265625,4,2.144312433890721,1.0,0,0.9921875,0.5058046954850397
43,4,12,True,0.40916699999993256,0.6020455474011008,0.6020455474011008,0.5064205954581359,0.0,0.0,standard,0.25,HDPE,1,0.7833725460114705,1.0,0,0.265625,2,0.8273727772698068,1.0,0,0.61015625,0.0440002312583363
44,5,7,True,0.3840419999998623,-0.0,0.0,-0.09751138928058478,0.0,0.0,dim,0.85,,0,0.0,1.0,0,0.0,1,0.01647686652284369,1.0,0,0.31171875,0.01647686652284369
45,8,25,True,0.5014169999999485,0.11144275061318587,0.10526637115098002,-0.12727005693842372,0.006176379462205853,0.05542199405723449,dim,0.45,"PET,metal",2,0.5923527706606302,1.0,0,0.61015625,2,0.18549632209327005,0.5,1,0.6070312499999999,0.4347175383261723
46,12,30,True,0.618207999999898,0.8236777005859466,0.6222390098672472,0.6222390098672472,0.20143869071869935,0.24456008773261703,standard,0.65,glass,2,0.9281530601638317,1.0,0,0.6414062500000001,2,0.9281530601638317,1.0,0,0.6414062500000001,1.0622673927690505
47,5,30,True,0.5232919999997865,0.5926957046517873,0.5926957046517873,0.5926957046517873,0.0,0.0,dim,0.25,organic,2,1.1459939407741615,1.0,0,0.5445312499999999,2,1.1459939407741615,1.0,0,0.5445312499999999,0.461841393099482
48,5,21,True,0.459417000000073,1.2610258086870711,1.2610258086870711,1.2610258086870711,0.0,0.0,standard,0.65,,2,1.7782475225203012,1.0,0,0.54296875,2,1.7782475225203012,1.0,0,0.54296875,0.032254062793745764
49,8,18,True,0.6187920000000346,0.5060222506495415,0.5060222506495415,0.5060222506495415,0.0,0.0,standard,0.85,cardboard,1,0.7624412459171929,1.0,0,0.265625,1,0.7624412459171929,1.0,0,0.265625,0.7466527680706828
50,9,49,True,0.5954159999999042,2.0913357135781063,1.62405683612596,1.62405683612596,0.46727887745214636,0.22343561314346322,dim,0.45,,2,2.060613302751395,1.0,0,0.51171875,2,2.060613302751395,1.0,0,0.51171875,1.4586914591499887
51,6,28,True,0.4931670000001276,0.6960120621359276,0.6960120621359276,0.6960120621359276,0.0,0.0,dim,0.25,,2,1.1978274189796632,1.0,0,0.6070312499999999,2,1.1978274189796632,1.0,0,0.6070312499999999,0.42597793803144546
52,10,28,True,0.4848749999999402,0.3731991226915349,0.3731991226915349,0.3649690790546294,0.0,0.0,standard,0.45,,1,0.447156354174417,1.0,0,0.24609375000000003,2,0.4721953635494826,1.0,0,0.54296875,0.045738357790192696
53,6,7,True,0.41512499999996066,0.06591933008004118,0.06591933008004118,0.06591933008004118,0.0,0.0,standard,0.65,,1,0.2172559032506785,1.0,0,0.265625,1,0.2172559032506785,1.0,0,0.265625,0.0
54,5,28,True,0.6667909999999999,2.551420253245981,1.9192301690571845,1.9192301690571845,0.6321900841887964,0.24777967619583968,standard,0.25,,2,2.300647441558885,1.0,0,0.51171875,2,2.300647441558885,1.0,0,0.51171875,1.1376214878109039
55,7,21,True,0.5890829999999347,0.8141632647159438,0.4556271321490199,0.4556271321490199,0.3585361325669239,0.4403737531587289,standard,0.45,,1,0.5566816426267007,1.0,0,0.265625,1,0.5566816426267007,1.0,0,0.265625,1.0240360898496224
56,4,14,True,0.4746250000000618,1.6481964678655672,1.2331214752465491,1.2331214752465491,0.41507499261901804,0.25183587072998936,standard,0.85,,1,1.2858424947233282,1.0,0,0.234375,1,1.2858424947233282,1.0,0,0.234375,0.6413203394506395
57,12,24,True,0.463749999999985,0.7455408789949856,0.7455408789949856,0.6771951129076266,0.0,0.0,standard,0.45,HDPE,2,0.9313194136342469,1.0,0,0.5,3,1.2010209169183246,1.0,0,0.77890625,1.133729057390197
58,6,28,True,0.43645800000002843,0.5000308301922571,0.5000308301922571,0.5000308301922571,0.0,0.0,dim,0.25,,2,1.1879427231594648,1.0,0,0.6070312499999999,2,1.1879427231594648,1.0,0,0.6070312499999999,0.3370078364566771
59,6,21,True,0.49154200000001147,0.7336456259101276,0.4990175773773565,0.4990175773773565,0.23462804853277108,0.3198111462079558,standard,0.65,,1,0.6257115785139415,1.0,0,0.234375,1,0.6257115785139415,1.0,0,0.234375,0.47049952389380323
60,7,21,True,0.41166700000005996,0.14490708073521905,0.14490708073521905,0.05483723608799468,0.0,0.0,dim,0.45,,1,0.46516202059026246,1.0,0,0.29687499999999994,2,0.3272125175613493,0.5,1,0.6414062500000001,0.07608996129903656
61,4,12,True,0.3946249999999818,0.8829619587962315,0.8829619587962315,0.7507009647169361,0.0,0.0,standard,0.65,PET,1,0.9080889127953637,1.0,0,0.265625,2,0.7637814097563005,0.5,1,0.5773437499999999,0.0
62,5,24,True,0.4107920000000487,0.804433472214276,0.804433472214276,0.8013283490465967,0.0,0.0,standard,0.25,metal,1,0.9729377686301872,1.0,0,0.27890624999999997,2,0.9931012570501538,1.0,0,0.5757812499999999,0.06987105950676131
63,9,25,True,0.5531659999999938,0.7990190781734117,0.6822658855602665,0.36871651852985066,0.1167531926131452,0.14612065694357074,standard,0.65,"organic,hazard",1,0.912650533840022,1.0,0,0.265625,2,0.5440189227405836,0.5,1,0.5445312499999999,0.2138595438447325
64,12,60,True,0.6171249999999961,3.4137299746134078,3.0069796804618556,3.0069796804618556,0.40675029415155217,0.11915127944400908,standard,0.45,hazard,3,3.8165381460626695,1.0,0,0.71484375,3,3.8165381460626695,1.0,0,0.71484375,2.079220664108251
65,8,21,True,0.6070420000001686,0.7404213137956047,0.44916589053854916,0.44916589053854916,0.29125542325705556,0.3933644505234454,dim,0.85,,1,0.7164117051808325,1.0,0,0.29687499999999994,1,0.7164117051808325,1.0,0,0.29687499999999994,0.9280952720508833
66,12,49,True,1.022834000000028,3.069929587803208,2.8603572185578683,2.8603572185578683,0.20957236924533973,0.06826618111306791,standard,0.65,,3,3.3252412357380434,1.0,0,0.77890625,3,3.3252412357380434,1.0,0,0.77890625,1.678811053721657
67,8,35,True,0.6349159999998744,0.6850292894787606,0.5691247415636556,0.5691247415636556,0.11590454791510507,0.16919648501934412,standard,0.65,,1,0.6625001242572737,1.0,0,0.328125,1,0.6625001242572737,1.0,0,0.328125,0.6723805222739065
68,5,21,True,0.43966699999997694,0.5842875670484876,0.5842875670484876,0.5496530908061836,0.0,0.0,standard,0.45,,1,0.7348543030614441,1.0,0,0.265625,2,0.7497349875066392,1.0,0,0.5773437499999999,0.014880684445195191
69,4,14,True,0.40345799999985665,0.4623700906679323,0.4623700906679323,0.4623700906679323,0.0,0.0,poor,0.25,,2,1.7026876193275007,1.0,0,0.57421875,2,1.7026876193275007,1.0,0,0.57421875,0.0
70,6,12,True,0.3913330000000492,0.11266099614444494,0.11266099614444494,-0.031121934242163113,0.0,0.0,dim,0.85,HDPE,1,0.3043329882866486,1.0,0,0.34453125,2,0.14754348747292748,0.5,1,0.57890625,0.0
71,11,42,True,0.535417000000038,1.1872152494327288,0.9563711924876068,0.9563711924876068,0.230844056945122,0.1944416204689277,standard,0.45,,2,1.2301885956911236,1.0,0,0.57421875,2,1.2301885956911236,1.0,0,0.57421875,0.7867478487635973
72,12,56,True,0.7171669999999075,1.3022789847579805,0.9264354651633732,0.9264354651633732,0.3758435195946074,0.2886044572580239,dim,0.65,,2,1.402835557322022,1.0,0,0.67265625,2,1.402835557322022,1.0,0,0.67265625,2.34146215886136
73,9,36,True,0.5434579999998856,1.1039971609286559,0.6662357323126007,0.6662357323126007,0.43776142861605516,0.3965240528769302,dim,0.45,glass,2,1.3850724717213128,1.0,0,0.5445312499999999,2,1.3850724717213128,1.0,0,0.5445312499999999,1.6024786063243752
74,9,14,True,0.4508329999999283,0.812827501719437,0.6549473422107801,0.6549473422107801,0.15788015950865686,0.19423575011263858,standard,0.85,,1,0.8325055287427523,1.0,0,0.234375,1,0.8325055287427523,1.0,0,0.234375,0.41483036093457093
75,5,28,True,0.47508400000007,1.122530451794442,1.097025070196413,1.097025070196413,0.025505381598029064,0.022721327120575622,standard,0.45,,2,1.202918893890415,1.0,0,0.5445312499999999,2,1.202918893890415,1.0,0,0.5445312499999999,0.2887541711718593
76,10,42,True,0.5094580000000182,1.4601520216399217,1.327720762036538,1.327720762036538,0.13243125960338364,0.09069689843297811,standard,0.25,,2,1.6453551582717663,1.0,0,0.54296875,2,1.6453551582717663,1.0,0,0.54296875,0.6375058302465924
